software_string,type,cpe_part,vendor,product,cna_source,cpe_combined_score,vendor_similarity_score,product_similarity_score,vendor_simple_similarity,product_simple_similarity,vendor_product_count,vendor_vulnerability_count,product_vulnerability_count,recommender_level,recommender_order,recommender_type
Mandriva:Linux,SOFTWARE,h,iij,seil\/turbo,UNKNOWN,0.6772,0.1124961,-0.051685418,0.282842712,0.447213595,1007,0,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,h,iij,seil\/b1,UNKNOWN,0.6766,0.1124961,-0.09187336,0.282842712,0.365148372,1007,0,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,h,iij,seil_b1,UNKNOWN,0.6731,0.1124961,0.00619351,0.282842712,0.365148372,1007,0,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,h,iij,seil_turbo,UNKNOWN,0.6725,0.1124961,-0.03919696,0.282842712,0.447213595,1007,0,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,a,iij,-,UNKNOWN,0.6612,0.1124961,-0.010211397,0.282842712,0,1007,0,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,iij,smartkey,UNKNOWN,0.6597,0.1124961,0.023198594,0.282842712,0,1007,0,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,o,cumulusnetworks,cumulus_linux,UNKNOWN,0.7014,-0.176600585,0.052429846,0.197814142,0.789352217,4,0,0,VENDOR,REJECT,operatingsystem
Mandriva:Linux,SOFTWARE,a,sun,linux,TWCERT/CC,0.6987,0.082222242,-0.052203546,0.182574186,1,1157,6,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,avaya,aura_orchestration_designer,"Avaya, Inc.",0.6969,0.013634584,-0.041505702,0.667423812,0.291111255,712,52,1,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,avaya,orchestration_designer,"Avaya, Inc.",0.6901,0.013634584,0.057220147,0.667423812,0.272797736,712,52,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,avaya,operational_analyst,"Avaya, Inc.",0.682,0.013634584,0.080257865,0.667423812,0.362738125,712,52,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,avaya,callpilot,"Avaya, Inc.",0.678,0.013634584,-0.057517231,0.667423812,0.461880215,712,52,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,h,avaya,s8700,"Avaya, Inc.",0.6645,0.013634584,-0.011889546,0.667423812,0,712,52,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,h,avaya,s8710,"Avaya, Inc.",0.6643,0.013634584,0.015359486,0.667423812,0,712,52,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,h,avaya,s8500,"Avaya, Inc.",0.6597,0.013634584,-0.009786513,0.667423812,0,712,52,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,a,avaya,ip_softphone,"Avaya, Inc.",0.6591,0.013634584,0,0.667423812,0.230940108,712,52,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,avaya,mn100,"Avaya, Inc.",0.6589,0.013634584,-0.105646917,0.667423812,0.169030851,712,52,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,h,avaya,s3400,"Avaya, Inc.",0.6561,0.013634584,-0.027553304,0.667423812,0,712,52,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,h,avaya,s8300,"Avaya, Inc.",0.6557,0.013634584,-0.041024084,0.667423812,0,712,52,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,h,avaya,sg200,"Avaya, Inc.",0.6539,0.013634584,0.040883934,0.667423812,0,712,52,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,h,avaya,cs1000e,"Avaya, Inc.",0.6525,0.013634584,0.008428512,0.667423812,0,712,52,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,a,avaya,iq,"Avaya, Inc.",0.6497,0.013634584,0.067783617,0.667423812,0.316227766,712,52,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,h,avaya,sg5,"Avaya, Inc.",0.6497,0.013634584,0.038446894,0.667423812,0,712,52,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,a,avaya,aura,"Avaya, Inc.",0.6492,0.013634584,-0.067184019,0.667423812,0.182574186,712,52,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,h,fujielectric,frenic-multi,ICS-CERT,0.6899,0.078027128,-0.008546168,0.223606798,0.620173673,120,2,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,h,fujielectric,frenic-ace,ICS-CERT,0.6735,0.078027128,-0.009020243,0.223606798,0.248069469,120,2,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,h,fujielectric,frenic-eco,ICS-CERT,0.6609,0.078027128,-0.009879781,0.223606798,0.248069469,120,2,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,o,fujielectric,frenic_loader,ICS-CERT,0.6603,0.078027128,0.019206229,0.223606798,0.335410197,120,2,0,VENDOR,REJECT,operatingsystem
Mandriva:Linux,SOFTWARE,a,advantech,webaccess_dashboard,ICS-CERT,0.6781,0.029675554,-0.015375229,0.667423812,0,261,57,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,advantech,webaccess_scada,ICS-CERT,0.6754,0.029675554,0.041979528,0.667423812,0,261,57,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,advantech,webaccess\/hmi_designer,ICS-CERT,0.6677,0.029675554,0.001047145,0.667423812,0.207019668,261,57,6,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,advantech,webaccess_hmi_designer,ICS-CERT,0.6661,0.029675554,-0.039551321,0.667423812,0.207019668,261,57,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,advantech,webaccess,ICS-CERT,0.6639,0.029675554,0.060821415,0.667423812,0,261,57,20,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,advantech,adamview,ICS-CERT,0.6632,0.029675554,0.028805776,0.667423812,0.141421356,261,57,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,advantech,webaccess\/scada,ICS-CERT,0.6587,0.029675554,-0.022773909,0.667423812,0,261,57,7,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,h,advantech,vesp211-eu,ICS-CERT,0.6567,0.029675554,0.02601715,0.667423812,0.124034735,261,57,0,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,a,advantech,advantech_webaccess,ICS-CERT,0.6525,0.029675554,-0.021540303,0.667423812,0.072547625,261,57,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,emerson,deltav_workstation,ICS-CERT,0.6764,0.063015283,-0.033273553,0.316227766,0.25819889,171,74,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,h,tendacn,ac6,UNKNOWN,0.6659,0.117038959,0.02612748,0.527046277,0,71,74,6,VENDOR,REJECT,hardware
Mandriva:Linux,SOFTWARE,a,informatica,-,UNKNOWN,0.664,0.196579933,-0.010211397,0.734846923,0,16,0,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,nortel,ip_softphone_2050,UNKNOWN,0.6597,0.136055684,-0.07619168,0.25819889,0.195180015,202,0,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,nortel,sip_softphone,UNKNOWN,0.6492,0.136055684,0.009120195,0.25819889,0.210818511,202,0,0,VENDOR,REJECT,application
-:Windows SDK Desktop Headers arm,SOFTWARE,a,f5,big-ip_application_acceleration_manager,F5 Networks,0.9537,0.211732251,0.138805053,0,0.481567948,3642,3584,257,PRODUCT,LOW,application
Zend:Framework,SOFTWARE,a,microsoft,.net_framework,Microsoft Corporation,0.5483,0.079532379,0.206338691,0,0.904534034,5032,16642,254,PRODUCT,MEDIUM,application
Google:Nest (smart speakers),HARDWARE,a,f5,big-ip_analytics,F5 Networks,0.9086,0.329513445,0.048032154,0,0.399556295,3642,3584,253,PRODUCT,LOW,application
Toshiba:Satellite,HARDWARE,a,f5,big-ip_analytics,F5 Networks,0.8893,0.185854207,0.086187883,0,0.550481883,3642,3584,253,PRODUCT,LOWEST,application
Avira:Vba32 AntiVirus,SOFTWARE,a,f5,big-ip_analytics,F5 Networks,0.7051,0.420643825,0.018774608,0,0.667423812,3642,3584,253,PRODUCT,LOWEST,application
SAP:Master Data Governance,SOFTWARE,a,netapp,clustered_data_ontap,"NetApp, Inc.",0.9689,-0.091476843,0.328179866,0.612372436,0.853194688,1032,1185,211,PRODUCT,MEDIUM,application
Mandriva:Linux,SOFTWARE,a,openfind,mail2000,TWCERT/CC,0.6587,0.076661553,0.061298959,0.4,0.239045722,13,7,1,VENDOR,REJECT,application
Oracle:Big Data Appliance,HARDWARE,a,netapp,clustered_data_ontap,"NetApp, Inc.",0.9634,0.234392167,0.321959251,0.288675135,0.727606875,1032,1185,211,PRODUCT,LOW,application
GNU:Data Language,SOFTWARE,a,netapp,clustered_data_ontap,"NetApp, Inc.",0.9212,0.17131505,0.342874957,0.204124145,0.739940073,1032,1185,211,PRODUCT,LOW,application
Oracle:Zero Data Loss Recovery Appliance,HARDWARE,a,netapp,clustered_data_ontap,"NetApp, Inc.",0.9637,0.234392167,0.308114241,0.288675135,0.802895646,1032,1185,211,PRODUCT,MEDIUM,application
Microsoft:SharePoint Server,SOFTWARE,a,oracle,weblogic_server,Oracle,0.8615,0.116697186,0.074768564,0.492365964,0.778498944,7570,4455,201,PRODUCT,LOWEST,application
Mandriva:Linux,SOFTWARE,a,logitech,quickcam,UNKNOWN,0.65,0.025881849,0.054049627,0.111803399,0.282842712,228,0,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,logitech,ereg,UNKNOWN,0.6497,0.025881849,0.074347113,0.111803399,0,228,0,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,gnome,gnumeric,"Red Hat, Inc.",0.6484,0.099480093,0.042796095,0.282842712,0.474341649,6500,29,0,VENDOR,REJECT,application
Mandriva:Linux,SOFTWARE,a,phpmyfaq,phpmyfaq,UNKNOWN,0.6482,0.010485264,-0.075141502,0.3,0,213,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,tar_project,-,UNKNOWN,0.9969,-0.33947765,0.218154818,0,0,55,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,micro-ecc_project,-,UNKNOWN,0.9969,0.138424427,0.218154818,0.123091491,0,3,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,normalize-url_project,-,UNKNOWN,0.9968,0.118730594,0.218154818,0.127000127,0,2,3,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,normalize-url_project,normalize-url,UNKNOWN,0.9961,0.118730594,0.231581062,0.127000127,0.377964473,2,3,3,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,knight_project,-,UNKNOWN,0.9968,-0.054662001,0.218154818,0,0,4,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,sks_keyserver_project,-,UNKNOWN,0.9966,0.266415693,0.218154818,0.316227766,0,15,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,bird_project,-,UNKNOWN,0.9965,-0.062443611,0.218154818,0,0,35,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,async-h1_project,-,UNKNOWN,0.9965,0.123814402,0.218154818,0.176776695,0,21,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,pen_project,-,UNKNOWN,0.9965,-0.10191823,0.218154818,0,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,soy_inquiry_project,soy_inquiry,"GitHub, Inc.",0.9964,0.447591446,0.063962967,0.141421356,0.202030509,4,1,1,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,soy_inquiry_project,-,"GitHub, Inc.",0.996,0.447591446,0.218154818,0.141421356,0,4,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,ocaml_batteries_project,-,UNKNOWN,0.9964,0.169606674,0.218154818,0.220863052,0,23,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,url-regex_project,-,Snyk,0.9964,0.128673634,0.218154818,0,0,25,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,r_project,-,UNKNOWN,0.9962,0.031127642,0.218154818,0,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,r-project,-,UNKNOWN,0.9962,0.39614081,0.218154818,0,0,35,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,dot-prop_project,-,UNKNOWN,0.9962,0.145891727,0.218154818,0,0,19,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,xml-libxml_project,-,UNKNOWN,0.9962,0.149159286,0.218154818,0.277350098,0,93,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,killing_project,-,UNKNOWN,0.9962,0,0.218154818,0,0,11,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,tournament_project,-,UNKNOWN,0.9962,0.038323454,0.218154818,0.127000127,0,7,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,zip4j_project,-,UNKNOWN,0.9962,0.018227207,0.218154818,0,0,41,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,sexhdsolo_project,-,UNKNOWN,0.9962,0.238525557,0.218154818,0.277350098,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,sexhdsolo_project,sexhdsolo,UNKNOWN,0.996,0.238525557,0.204741772,0.277350098,0.314485451,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,futures-intrusive_project,-,UNKNOWN,0.9962,0.131702239,0.218154818,0.198029509,0,11,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,xml-dt_project,-,UNKNOWN,0.9962,0.149159286,0.218154818,0.188982237,0,6,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,safer-eval_project,-,UNKNOWN,0.9961,0.131926926,0.218154818,0.138675049,0,17,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,trailing-slash_project,-,UNKNOWN,0.9961,0.128695634,0.218154818,0.25,0,2,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,json-patch_project,-,UNKNOWN,0.9961,0.120792911,0.218154818,0.138675049,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,rockhoist_badges_project,-,UNKNOWN,0.9961,0.276265994,0.218154818,0.229415734,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,rxvt-unicode_project,-,UNKNOWN,0.9961,0.131760414,0.218154818,0,0,3,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,dot_project,-,UNKNOWN,0.9961,-0.07325222,0.218154818,0,0,11,2,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,bitmap_project,-,UNKNOWN,0.9961,0.16170537,0.218154818,0.171498585,0,58,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,unicode_project,-,UNKNOWN,0.996,0.337709096,0.218154818,0,0,42,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,cdr_project,cdr,UNKNOWN,0.996,0,0.379913405,0,0.43643578,8,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,cdr_project,-,UNKNOWN,0.9957,0,0.218154818,0,0,8,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,beep_project,beep,UNKNOWN,0.996,-0.114659642,0.206563774,0,0.46291005,14,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,beep_project,-,UNKNOWN,0.9957,-0.114659642,0.218154818,0,0,14,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,rpm_spec_project,-,UNKNOWN,0.996,0,0.218154818,0.277350098,0,6,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,atom_project,-,UNKNOWN,0.9959,0,0.218154818,0.182574186,0,15,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,captain-slider_project,-,UNKNOWN,0.9959,0.119961781,0.218154818,0.121267813,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,coherence_project,coherence,UNKNOWN,0.9959,-0.088478526,0.342213762,0,0.641688948,15,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,coherence_project,-,UNKNOWN,0.9958,-0.088478526,0.218154818,0,0,15,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,avatar_uploader_project,-,UNKNOWN,0.9959,-0.014551109,0.218154818,0,0,16,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,smiley_project,-,UNKNOWN,0.9959,-0.061839824,0.218154818,0.365148372,0,4,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,rxvt_project,-,UNKNOWN,0.9959,0.35896142,0.218154818,0,0,13,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,surveys_project,-,UNKNOWN,0.9958,0.262537261,0.218154818,0.316227766,0,10,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,petition_project,-,UNKNOWN,0.9958,-0.016811915,0.218154818,0,0,5,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,s3dvt_project,-,UNKNOWN,0.9958,0.127523683,0.218154818,0.188982237,0,4,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,arr_project,arr,UNKNOWN,0.9958,0,0.167584556,0,0.338061702,11,3,3,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,endian_trait_project,-,UNKNOWN,0.9958,0,0.218154818,0,0,10,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,rename_project,-,UNKNOWN,0.9958,-0.068152598,0.218154818,0.15430335,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,sudo_project,-,UNKNOWN,0.9958,0.216073407,0.218154818,0.196116135,0,165,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,bump_project,-,UNKNOWN,0.9958,-0.211902501,0.218154818,0.196116135,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,bump_project,bump,UNKNOWN,0.9956,-0.211902501,0.403559605,0.196116135,0.188982237,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,touchbase.ai_project,-,UNKNOWN,0.9958,0,0.218154818,0.133630621,0,4,4,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,catimg_project,-,UNKNOWN,0.9958,-0.098931906,0.218154818,0.171498585,0,15,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,jpeg_encoder_project,-,UNKNOWN,0.9958,0.274595673,0.218154818,0,0,6,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,ougc_awards_project,-,UNKNOWN,0.9958,0.11865264,0.218154818,0.141421356,0,7,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,alphabetic_sitemap_project,-,UNKNOWN,0.9957,0.001392262,0.218154818,0.196116135,0,5,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,rack_project,-,HackerOne,0.9957,0.200268644,0.218154818,0,0,95,3,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,h,powerpc_project,-,UNKNOWN,0.9957,0,0.218154818,0,0,3,1,0,VENDOR,REJECT,hardware
MS:Project,SOFTWARE,a,perfecto_project,-,UNKNOWN,0.9957,0.160725299,0.218154818,0,0,7,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,crelly_slider_project,-,UNKNOWN,0.9957,-0.002258026,0.218154818,0.113227703,0,24,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,tickets_project,-,UNKNOWN,0.9957,-0.09215362,0.218154818,0.144337567,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,cobalt-cli_project,-,UNKNOWN,0.9957,0.123590049,0.218154818,0,0,58,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,serf_project,-,UNKNOWN,0.9957,-0.151431312,0.218154818,0.182574186,0,31,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,webfile_explorer_project,-,UNKNOWN,0.9957,0.291530572,0.218154818,0,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,json-ptr_project,-,UNKNOWN,0.9957,0.120792911,0.218154818,0.144337567,0,17,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,summit_project,-,UNKNOWN,0.9957,0.097054839,0.218154818,0.514495755,0,34,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,discount_project,-,UNKNOWN,0.9957,-0.037125317,0.218154818,0.15430335,0,111,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,prince_project,-,UNKNOWN,0.9957,0.274775883,0.218154818,0,0,47,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,jsp_tickets_project,-,UNKNOWN,0.9957,-0.041374783,0.218154818,0.246182982,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,mdadm_project,mdadm,UNKNOWN,0.9957,0.01405171,0.176748815,0.353553391,0,82,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,minimatch_project,-,UNKNOWN,0.9957,0.124118034,0.218154818,0.288675135,0,48,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,watcher_project,watcher,UNKNOWN,0.9957,0,0.25848377,0,0.571428571,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,zotpress_project,-,UNKNOWN,0.9957,0.038382876,0.218154818,0.272165527,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,i18n_project,-,UNKNOWN,0.9957,0.169919281,0.218154818,0,0,81,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,heat-trakr_project,-,UNKNOWN,0.9957,0.155601939,0.218154818,0,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,fedup_project,fedup,UNKNOWN,0.9956,-0.094172191,0.128274439,0,0.338061702,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,massif_project,-,UNKNOWN,0.9956,-0.005652512,0.218154818,0.547722558,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,ajax-pagination_project,-,UNKNOWN,0.9956,0.123842345,0.218154818,0,0,4,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,gamestheme_premium_project,-,UNKNOWN,0.9956,0.20844698,0.218154818,0.449013255,0,4,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,bson_project,-,UNKNOWN,0.9956,-0.018010383,0.218154818,0.196116135,0,143,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,article2pdf_project,-,UNKNOWN,0.9956,0.110252774,0.218154818,0,0,13,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,bitmaxertoken_project,-,UNKNOWN,0.9956,-0.084192164,0.218154818,0.11785113,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,curl_project,-,UNKNOWN,0.9956,0,0.218154818,0,0,10,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,picoc_project,-,UNKNOWN,0.9956,0.210232371,0.218154818,0,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,spice-gtk_project,-,UNKNOWN,0.9956,0.125354265,0.218154818,0.147441956,0,43,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,openclinic_ga_project,-,ICS-CERT,0.9956,0.010166811,0.218154818,0,0,8,39,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,shutter-project,-,UNKNOWN,0.9956,0.367850571,0.218154818,0.144337567,0,7,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,o,url-parse_project,url_project,HackerOne,0.9956,0.128673634,-0.035253014,0.141421356,0.872871561,81,1,0,VENDOR,REJECT,operatingsystem
MS:Project,SOFTWARE,a,posh_project,posh,UNKNOWN,0.9956,0.101378497,0.324941989,0.182574186,0.377964473,45,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,pkobo-news01_project,-,JPCERT/CC,0.9956,0.118720583,0.218154818,0.133630621,0,4,1,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,nextcloud\/dialogs_project,-,UNKNOWN,0.9956,0,0.218154818,0.113227703,0,22,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,marketo_ma_project,-,UNKNOWN,0.9956,0.010294031,0.218154818,0.267261242,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,microp_project,-,UNKNOWN,0.9956,-0.216332495,0.218154818,0.15430335,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,comment_project,-,UNKNOWN,0.9956,-0.296098917,0.218154818,0.288675135,0,10,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,upaytoken_project,-,UNKNOWN,0.9956,-0.074067281,0.218154818,0,0,3,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,pacman_project,-,UNKNOWN,0.9956,0.179862527,0.218154818,0.162221421,0,56,2,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,shaarli_project,-,UNKNOWN,0.9955,0.297718851,0.218154818,0.166666667,0,49,0,0,VENDOR,REJECT,application
MS:Project,SOFTWARE,a,jser-stat_project,-,UNKNOWN,0.9955,0.113061059,0.218154818,0.262612866,0,30,0,0,VENDOR,REJECT,application
Microsoft:Skype for Business,SOFTWARE,a,microsoft,skype_for_business,Microsoft Corporation,1,0.050396025,0.063148174,1,1,5032,16642,2,PRODUCT,HIGHEST,application
Microsoft:Skype for Business,SOFTWARE,a,microsoft,skype_for_business_basic,Microsoft Corporation,0.9885,0.050396025,0.04818238,1,0.958722554,5032,16642,0,PRODUCT,HIGH,application
Microsoft:SharePoint Server,SOFTWARE,a,microsoft,windows_server,Microsoft Corporation,0.8832,0.050396025,0.068315759,1,0.796819073,5032,16642,0,PRODUCT,LOW,application
Microsoft:SharePoint Server,SOFTWARE,a,microsoft,expression_web,Microsoft Corporation,0.8605,0.050396025,0.040295964,1,0.796819073,5032,16642,0,PRODUCT,LOW,application
Microsoft:SharePoint Server,SOFTWARE,a,microsoft,windows_server,Microsoft Corporation,0.8832,0.050396025,0.068315759,1,0.796819073,5032,16642,0,PRODUCT,LOW,application
Microsoft:SharePoint Server,SOFTWARE,a,microsoft,expression_web,Microsoft Corporation,0.8605,0.050396025,0.040295964,1,0.796819073,5032,16642,0,PRODUCT,LOW,application
HP:Technology Services,HARDWARE,a,hp,3par_storeserv_management_console,HP Inc.,0.9368,0.169687272,-0.011950015,1,0.796819073,15008,2593,0,PRODUCT,LOW,application
Oracle:Zero Data Loss Recovery Appliance,HARDWARE,a,oracle,data_provider_.net,Oracle,0.9742,0.242596053,0.089999062,1,0.795879801,7570,4455,0,PRODUCT,LOW,application
